date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,176569.0,1.22262,1.16668,582.0,114.967094,2060.0,754.0
2002/1/8 0:00,186355.0,1.33344,1.2165,683.0,872.0,2267.0,785.0
2002/1/15 0:00,192469.0,1.31929,1.13057,642.0,878.0,2176.0,831.0
2002/1/22 0:00,207512.0,1.49484,1.25246,728.0,104.11868,2599.0,863.0
2002/1/29 0:00,223208.0,1.47195,1.30237,823.0,1189.0,2907.0,909.0
2002/2/5 0:00,229454.0,1.58094,1.40551,887.0,1272.0,3225.0,930.0
2002/2/12 0:00,67359.266,1.49426,1.38437,851.0,1173.0,3097.0,923.0
2002/2/19 0:00,223818.0,1.40569,1.32563,802.0,1166.0,2967.0,270.17868
2002/2/26 0:00,188814.0,1.6141,1.43475,834.0,978.0,2709.0,918.0
2002/3/5 0:00,243078.0,1.45967,1.25433,857.0,1117.0,3049.0,937.0
2002/3/12 0:00,235136.0,1.59896,1.25757,804.0,1179.0,2957.0,928.0
2002/3/19 0:00,216179.0,2.16697,1.58017,104.45456,1404.0,3416.0,908.0
2002/3/26 0:00,144287.0,2.57842,1.98008,915.0,937.0,2857.0,865.0
2002/4/2 0:00,171193.0,2.38636,1.90428,1028.0,1019.0,3260.0,879.0
2002/4/9 0:00,234513.0,1.73621,1.5901,1068.0,1296.0,3729.0,926.0
2002/4/16 0:00,231550.0,2.06296,1.81559,1154.0,1798.0,4204.0,902.0
2002/4/23 0:00,235566.0,2.58113,2.41801,1373.0,2998.0,5696.0,927.0
2002/4/30 0:00,246969.0,2.93909,2.86635,1411.0,4064.0,7079.0,884.0
2002/5/7 0:00,245751.0,3.22539,3.16662,1606.0,4447.0,7782.0,889.0
2002/5/14 0:00,253656.0,3.06982,3.0155,1568.0,102.41864,7649.0,903.0
2002/5/21 0:00,241110.0,3.20044,2.9978,1694.0,3689.0,7228.0,871.0
2002/5/28 0:00,241683.0,2.44888,2.31957,1336.0,2583.0,385.33047,857.0
2002/6/4 0:00,228549.0,2.1344,1.94707,1015.0,2103.0,4450.0,839.0
2002/6/11 0:00,220250.0,1.99866,1.72985,880.0,1669.0,3810.0,835.0
2002/6/18 0:00,196724.0,1.93849,1.51837,737.0,1321.0,2987.0,795.0
2002/6/25 0:00,65385.453,1.41293,1.22616,624.0,1016.0,2439.0,775.0
2002/7/2 0:00,192349.0,1.23472,1.05433,506.0,846.0,2028.0,741.0
2002/7/9 0:00,65327.203,1.20005,1.07108,569.0,799.0,2082.0,735.0
2002/7/16 0:00,177577.0,0.910135,0.82612,440.0,539.0,1467.0,669.0
2002/7/23 0:00,176111.0,0.932265,0.820505,429.0,508.0,1445.0,682.0
2002/7/30 0:00,65157.31,0.692175,0.630846,275.0,444.0,1075.0,655.0
2002/8/6 0:00,157191.0,0.669406,0.63935,215.0,471.0,1005.0,613.0
2002/8/13 0:00,65871.27,0.727705,0.49906006,248.0,283.0,836.0,266.4831
2002/8/20 0:00,95728.0,0.717701,0.773024,264.0,262.0,740.0,406.0
2002/8/27 0:00,81063.0,0.789394,0.790743,213.0,205.0,641.0,393.0
2002/9/3 0:00,79090.0,0.722129,0.711847,201.0,195.0,563.0,344.0
2002/9/10 0:00,78023.0,0.591326,0.794637,198.0,187.0,620.0,341.0
2002/9/17 0:00,72110.0,0.52307,0.586604,139.0,123.0,423.0,322.0
2002/9/24 0:00,71593.0,0.450236,0.615982,122.0,124.0,441.0,322.0
2002/10/1 0:00,64699.0,0.397421,0.491507,109.0,91.0,318.0,310.0
2002/10/8 0:00,72972.0,0.448002,0.604341,137.0,141.0,441.0,308.0
2002/10/15 0:00,69593.0,0.474767,0.524478,98.0,98.0,365.0,301.0
2002/10/22 0:00,71103.0,0.453251,0.590692,112.0,139.0,420.0,302.0
2002/10/29 0:00,71466.0,0.352158,0.505135,100.0,120.0,361.0,290.0
2002/11/5 0:00,69844.0,0.35330516,0.634271,136.0,125.0,443.0,295.0
2002/11/12 0:00,69003.0,0.492991,0.610118,120.0,131.0,421.0,283.0
2002/11/19 0:00,70178.0,0.36012053,0.641227,159.0,144.0,450.0,277.0
2002/11/26 0:00,70000.0,0.490347,0.661429,166.0,155.0,463.0,276.0
2002/12/3 0:00,65474.0,0.735914,0.792681,117.62964,182.0,519.0,271.0
2002/12/10 0:00,74328.0,0.581771,0.639059,145.0,184.0,475.0,267.0
2002/12/17 0:00,72401.0,0.654162,0.636732,136.0,183.0,461.0,264.0
