date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,172654.0,0.929189,0.891918,582.0,1422.0,1219.0,3260.0
2002/1/8 0:00,631143.0,1.33344,1.27731,2600.0,2014.0,4019.0,2028.0
2002/1/15 0:00,216179.0,1.33344,1.0568,582.0,2128.0,13623.0,406.0
2002/1/22 0:00,550614.0,1.49484,1.25246,3632.0,3268.0,5596.0,1445.0
2002/1/29 0:00,216179.0,1.33344,1.0568,582.0,2128.0,13623.0,406.0
2002/2/5 0:00,548159.0,1.58094,1.2524600000000001,582.0,1179.0,13623.0,3362.0
2002/2/12 0:00,216179.0,1.33344,1.0568,582.0,2128.0,13623.0,406.0
2002/2/19 0:00,550614.0,1.23028,1.32563,1926.0,4279.0,5596.0,2008.0
2002/2/26 0:00,216179.0,1.33344,1.0568,582.0,2128.0,13623.0,406.0
2002/3/5 0:00,216179.0,1.33344,1.0568,582.0,2128.0,13623.0,406.0
2002/3/12 0:00,277120.0,1.59896,0.8275970000000001,1604.0,1179.0,5007.000000000001,1356.0
2002/3/19 0:00,216179.0,0.35215799999999997,1.94707,477.0,1136.0,3475.0,629.0
2002/3/26 0:00,144287.0,0.35215799999999997,1.94707,541.0,124.0,421.0,426.0
2002/4/2 0:00,216179.0,1.33344,1.0568,582.0,2128.0,13623.0,406.0
2002/4/9 0:00,216179.0,1.73621,1.0568,582.0,2128.0,13623.0,406.0
2002/4/16 0:00,172654.0,0.929189,0.891918,1154.0,1422.0,4736.999999999999,3260.0
2002/4/23 0:00,216179.0,1.33344,1.0568,582.0,2128.0,13623.0,406.0
2002/4/30 0:00,216179.0,1.33344,1.0568,582.0,2128.0,13623.0,406.0
2002/5/7 0:00,253656.0,2.35665,3.16662,582.0,11503.0,33113.0,2646.0
2002/5/14 0:00,253656.0,2.29396,3.0155,477.0,1136.0,3475.0,629.0
2002/5/21 0:00,1381381.0,1.06712,1.61745,1694.0,3689.0,4930.999999999999,3260.0
2002/5/28 0:00,216179.0,1.33344,1.0568,582.0,2128.0,13623.0,406.0
2002/6/4 0:00,228549.0,0.35215799999999997,1.94707,477.0,1136.0,3475.0,629.0
2002/6/11 0:00,216179.0,1.33344,1.0568,582.0,2128.0,13623.0,406.0
