date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,680794.0,0.9569092000000001,1.8667042000000003,582.0,3019.6,4579.0,2172.0
2002/1/8 0:00,465074.8,1.33344,1.2976940000000001,1462.6,1138.4,6939.2,1629.2
2002/1/15 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/1/22 0:00,574189.4,1.49484,1.25246,2224.0,3616.8,7572.2,1500.6
2002/1/29 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/2/5 0:00,258594.8,1.58094,1.666832,812.4,1773.8,6458.2,1629.2
2002/2/12 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/2/19 0:00,507793.4,1.32026,1.32563,2418.2,3616.8,7572.2,1490.6
2002/2/26 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/3/5 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/3/12 0:00,377236.6,1.59896,1.03223,2103.0,1179.0,8748.6,2167.8
2002/3/19 0:00,216179.0,1.5999776,2.4824973999999997,675.6,1103.4,5366.0,724.0
2002/3/26 0:00,144287.0,1.4403412,2.4824973999999997,675.6,1103.4,5366.0,724.0
2002/4/2 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/4/9 0:00,205203.4,1.73621,1.54421,812.4,1820.2,6458.2,901.2
2002/4/16 0:00,680794.0,1.0590654000000002,1.8667042000000003,1154.0,2721.6,4579.0,1664.0
2002/4/23 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/4/30 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/5/7 0:00,487934.6,1.948074,3.16662,812.4,4644.4,14335.8,1187.2
2002/5/14 0:00,253656.0,1.7551196,3.0155,675.6,4845.0,9608.4,909.0
2002/5/21 0:00,723512.2,1.0590654000000002,1.8380432000000002,1694.0,3689.0,5688.2,2218.2
2002/5/28 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/6/4 0:00,228549.0,1.5999776,1.94707,675.6,1103.4,5366.0,724.0
2002/6/11 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/6/18 0:00,259085.8,1.383306,1.51837,2029.6,2465.4,6458.2,1288.0
2002/6/25 0:00,680794.0,0.9569092000000001,1.8667042000000003,624.0,3019.6,4579.0,2172.0
2002/7/2 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/7/9 0:00,581742.2,1.0618816,1.07108,2224.0,3318.8,7572.2,1347.2
2002/7/16 0:00,581742.2,0.910135,0.82612,2224.0,3004.0,3815.4,1347.2
2002/7/23 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/7/30 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/8/6 0:00,581742.2,1.0618816,0.63935,2029.6,2761.8,6169.2,1347.2
2002/8/13 0:00,680794.0,0.9569091999999999,1.8667042000000003,248.0,3019.6,4579.0,2172.0
2002/8/20 0:00,207163.60000000003,0.874996,1.1045036,2101.4,1139.8,6291.0,406.0
2002/8/27 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/9/3 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/9/10 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/9/17 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/9/24 0:00,71593.0,1.3692148,2.2268920000000003,1168.8,124.0,3987.2,589.2
2002/10/1 0:00,64699.0,0.9834316,2.2597978,949.4,1103.4,318.0,715.0
2002/10/8 0:00,377236.6,1.4453372000000002,0.9508570000000001,2103.0,141.0,7416.6,1767.6
2002/10/15 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/10/22 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/10/29 0:00,71466.0,0.352158,2.2535114,1395.2,1103.4,1921.8,562.2
2002/11/5 0:00,306863.4,1.1374326,1.3364428,1498.4,2629.0,443.0,1680.0
2002/11/12 0:00,69003.0,0.9834316,2.2597978,949.4,1103.4,421.0,715.0
2002/11/19 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/11/26 0:00,70000.0,1.4403412,2.4824973999999997,675.6,1103.4,5366.0,724.0
2002/12/3 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/12/10 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/12/17 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/12/24 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2002/12/31 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/1/7 0:00,664061.4,1.02773,1.1012454000000003,2540.0,1138.4,2773.6,958.2
2003/1/14 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/1/21 0:00,312412.0,1.1374326,1.7521218,1622.8,1617.0,3475.0,1426.6
2003/1/28 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/2/4 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/2/11 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/2/18 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/2/25 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/3/4 0:00,602292.8,2.514186,4.8303,6826.6,7817.0,17850.6,1926.0
2003/3/11 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/3/18 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/3/25 0:00,373736.8,1.365158,1.54421,812.4,2143.4,16415.0,1061.6
2003/4/1 0:00,234614.0,1.365158,1.54421,1034.4,3177.8,11332.0,901.2
2003/4/8 0:00,314349.0,1.876788,2.4824973999999997,675.6,1405.2,7382.0,909.0
2003/4/15 0:00,205203.4,1.365158,1.80906,812.4,1820.2,6458.2,913.8
2003/4/22 0:00,205203.4,1.365158,1.71202,855.6,2465.4,6458.2,913.8
2003/4/29 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/5/6 0:00,680794.0,1.2230338,1.8667042000000003,1454.0,2721.6,5688.2,1664.0
2003/5/13 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/5/20 0:00,282347.0,1.4244219999999999,1.5276578,1756.2,1255.0,8783.8,1004.0
2003/5/27 0:00,281202.0,1.5999776,2.4824973999999997,675.6,1540.6,5366.0,909.0
2003/6/3 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/6/10 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/6/17 0:00,306863.4,1.1374326,1.3364428,1498.4,2629.0,2487.0,1680.0
2003/6/24 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/7/1 0:00,581742.2,1.0618816,0.790645,2029.6,2761.8,6169.2,1347.2
2003/7/8 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/7/15 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/7/22 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/7/29 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/8/5 0:00,184038.0,0.8780089999999999,1.7057483999999998,1957.8,1048.0,4286.2,629.0
2003/8/12 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/8/19 0:00,680794.0,0.9569092000000001,1.8667042000000003,451.0,3019.6,4579.0,2172.0
2003/8/26 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/9/2 0:00,182107.80000000002,0.813309,1.1045036,2425.8,1295.6,7004.6,452.0
2003/9/9 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/9/16 0:00,128740.0,0.8780089999999999,1.7057483999999998,1957.8,1048.0,4286.2,426.0
2003/9/23 0:00,182107.80000000002,0.513286,1.0560370000000001,2425.8,1219.0,5324.6,423.0
2003/9/30 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/10/7 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/10/14 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/10/21 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/10/28 0:00,92216.0,0.8780089999999999,1.7057483999999998,1957.8,651.6,4286.2,363.0
2003/11/4 0:00,581742.2,1.0618816,0.628144,2029.6,2761.8,6169.2,1347.2
2003/11/11 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/11/18 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/11/25 0:00,219449.6,0.663175,0.8496024000000002,1235.2000000000003,1440.6,799.0,1026.6
2003/12/2 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/12/9 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/12/16 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/12/23 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2003/12/30 0:00,114857.0,0.782758,2.2538068,1031.0,382.0,2400.2,589.2
2004/1/6 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/1/13 0:00,581742.2,1.01821,1.02248,2224.0,2729.8,4459.4,1347.2
2004/1/20 0:00,306863.4,1.1768,1.2195658,1892.0,2001.8,4019.0,1680.0
2004/1/27 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/2/3 0:00,492256.8,1.3873054,1.1573816000000001,2101.4,2010.8,7193.8,1302.0
2004/2/10 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/2/17 0:00,377236.6,1.5598056,1.089382,1913.8,1874.0,8748.6,1468.8
2004/2/24 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/3/2 0:00,387004.0,1.876788,2.4824973999999997,812.4,1405.2,7382.0,1056.8
2004/3/9 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/3/16 0:00,723512.2,1.1928578,1.61745,1670.0,3541.6,5688.2,1838.6
2004/3/23 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/3/30 0:00,377236.6,1.5598056,1.089382,1913.8,1993.0,8748.6,1468.8
2004/4/6 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/4/13 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/4/20 0:00,308451.8,1.365158,1.7168959999999998,1823.8,3682.0,10265.0,1293.4
2004/4/27 0:00,476745.8,1.365158,1.54421,1588.2,5364.0,12422.0,901.2
2004/5/4 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/5/11 0:00,421461.0,2.6488,4.59568,4997.8,13239.6,17509.2,1504.8
2004/5/18 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/5/25 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/6/1 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/6/8 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/6/15 0:00,834454.2,1.508912,2.0997806,2416.0,3580.8,9502.0,1879.6
2004/6/22 0:00,205203.4,1.365158,1.54421,812.4,1820.2,6458.2,901.2
2004/6/29 0:00,446385.0,1.3873054,1.1045036,2101.4,2010.8,6291.0,1103.0
2004/7/6 0:00,446385.0,1.54319,1.1045036,2101.4,1514.4,6291.0,1048.0
2004/7/13 0:00,680794.0,1.0590654000000002,1.8667042000000003,1356.0,2721.6,5688.2,1664.0
