date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,545488.1439620913,1.6930163874255681,1.927974084218141,582.0,4441.525804513254,12445.913128626597,1607.0458557320255
2002/1/8 0:00,545489.1974612223,1.33344,1.9280605895663687,3302.4083415185723,4441.479493932821,12445.93575338914,1607.0390194851088
2002/1/15 0:00,545489.5567010309,1.6930360721649482,1.9280627113402062,3302.422680412372,4441.505154639177,12445.98969072165,1607.041237113402
2002/1/22 0:00,545491.0793661857,1.49484,1.25246,3302.305714233191,4441.355286790373,12445.896126279897,1607.035877834197
2002/1/29 0:00,545489.5567010309,1.6930360721649482,1.9280627113402062,3302.422680412371,4441.505154639175,12445.98969072165,1607.041237113402
2002/2/5 0:00,545489.444716016,1.58094,1.9280620499244354,3302.4182105813616,4441.497155485085,12445.972876958698,1607.040545817138
2002/2/12 0:00,545489.5567010309,1.6930360721649482,1.9280627113402062,3302.422680412371,4441.505154639175,12445.98969072165,1607.041237113402
2002/2/19 0:00,545491.0910122233,1.6930328759093196,1.32563,3302.325429196077,4441.384129446959,12445.932768213503,1607.0375481602073
2002/2/26 0:00,545489.5567010309,1.6930360721649482,1.9280627113402062,3302.422680412371,4441.505154639175,12445.98969072165,1607.041237113402
2002/3/5 0:00,545489.5567010309,1.6930360721649482,1.9280627113402062,3302.422680412371,4441.505154639175,12445.98969072165,1607.041237113402
2002/3/12 0:00,545485.3704460656,1.59896,1.928000132232712,3302.4305417408764,1179.0,12445.967588029114,1607.0368725245964
2002/3/19 0:00,216179.0,1.6930315816781247,1.9280754428528974,3302.4098169800823,4441.4388953238895,12445.859981789641,1607.021066026056
2002/3/26 0:00,144287.0,1.6930306013570506,1.9280782222776434,3302.4070087558835,4441.424430210041,12445.831664949046,1607.0166624629696
2002/4/2 0:00,545489.5567010309,1.6930360721649482,1.9280627113402062,3302.422680412371,4441.505154639175,12445.98969072165,1607.041237113402
2002/4/9 0:00,545489.599832185,1.73621,1.9280629660852318,3302.424401972794,4441.5082355223385,12445.9961665613,1607.041503366933
2002/4/16 0:00,545488.4410066202,1.6930205263672873,1.927992719084769,1154.0,4441.521462640919,12445.929226683229,1607.044884614606
2002/4/23 0:00,545489.5567010309,1.6930360721649482,1.9280627113402062,3302.422680412371,4441.505154639175,12445.98969072165,1607.041237113402
2002/4/30 0:00,545489.5567010309,1.6930360721649482,1.9280627113402062,3302.422680412371,4441.505154639175,12445.98969072165,1607.041237113402
2002/5/7 0:00,545486.4022702131,1.6930426434311339,3.16662,3302.622621751054,4441.7539735215305,12446.106719206371,1607.0488213294996
2002/5/14 0:00,253656.0,1.69303786220218,3.0155,3302.586826806383,4441.664895689694,12445.977492737396,1607.0300204288344
2002/5/21 0:00,545487.777540252,1.6930198644205168,1.9279960054431518,1694.0,3689.0,12445.942580814311,1607.04309493886
