date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,,,,582,805,2060,
2002/1/8 0:00,,,,,,2267,785
2002/1/15 0:00,192469,,1.13057,642,,2176,
2002/1/22 0:00,,1.49484,,,,,863
2002/1/29 0:00,,,,,,,
2002/2/5 0:00,,1.58094,,,1272,3225,
2002/2/12 0:00,,1.49426,,,,3097,
2002/2/19 0:00,,1.40569,1.32563,,,,
2002/2/26 0:00,,,,,,2709,
2002/3/5 0:00,243078,,,857,,,
2002/3/12 0:00,235136,,,,1179,,
2002/3/19 0:00,216179,2.16697,1.58017,,,3416,
2002/3/26 0:00,144287,,1.98008,,,,865
2002/4/2 0:00,,,,1028,1019,,
2002/4/9 0:00,,1.73621,,,,,926
2002/4/16 0:00,,2.06296,,,,,
2002/4/23 0:00,235566,,2.41801,,,,
2002/4/30 0:00,,,,,,,884
2002/5/7 0:00,,,,,,,
2002/5/14 0:00,,,,1568,4224,,
2002/5/21 0:00,241110,,,,3689,,
2002/5/28 0:00,,,2.31957,,,5606,
2002/6/4 0:00,,,,,2103,4450,
2002/6/11 0:00,,,,,,,
2002/6/18 0:00,,1.93849,,737,,,795
2002/6/25 0:00,,1.41293,1.22616,,,2439,
2002/7/2 0:00,192349,1.23472,,,,,
2002/7/9 0:00,,1.20005,1.07108,569,,,
2002/7/16 0:00,,,,,539,,
2002/7/23 0:00,176111,,0.820505,,508,,682
2002/7/30 0:00,170406,0.692175,,,,,655
2002/8/6 0:00,,0.669406,,215,471,,613
2002/8/13 0:00,142514,,,248,,,547
2002/8/20 0:00,,,0.773024,,,,
2002/8/27 0:00,,,,,,641,
2002/9/3 0:00,,0.722129,,,,563,
2002/9/10 0:00,78023,,0.794637,198,187,,341
2002/9/17 0:00,,0.52307,0.586604,,,,322
2002/9/24 0:00,71593,,0.615982,,124,,
2002/10/1 0:00,,,,109,,,
2002/10/8 0:00,,0.448002,,,,441,
2002/10/15 0:00,69593,,0.524478,98,,,
2002/10/22 0:00,71103,,,112,,,
2002/10/29 0:00,71466,,,,120,361,
2002/11/5 0:00,69844,0.525322,,136,,,
2002/11/12 0:00,69003,0.492991,0.610118,,,421,
2002/11/19 0:00,,,,159,144,,
