date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,,1.22262,1.16668,,805,,
2002/1/8 0:00,186355,1.33344,1.2165,,872,2267,785
2002/1/15 0:00,192469,1.31929,1.13057,,878,2176,831
2002/1/22 0:00,207512,1.49484,,,,,863
2002/1/29 0:00,223208,1.47195,1.30237,823,1189,2907,909
2002/2/5 0:00,,1.58094,,,,,930
2002/2/12 0:00,,1.49426,,,1173,,923
2002/2/19 0:00,223818,,1.32563,802,,2967,922
2002/2/26 0:00,188814,1.6141,,,978,,918
2002/3/5 0:00,,,,857,1117,,
2002/3/12 0:00,235136,,,,1179,2957,928
2002/3/19 0:00,,2.16697,1.58017,951,1404,3416,
2002/3/26 0:00,144287,,1.98008,915,,,865
2002/4/2 0:00,171193,2.38636,,,1019,3260,
2002/4/9 0:00,234513,,,,1296,3729,
2002/4/16 0:00,231550,,,1154,1798,4204,
2002/4/23 0:00,235566,,2.41801,1373,2998,,
2002/4/30 0:00,246969,,,,,7079,
2002/5/7 0:00,,3.22539,3.16662,1606,,7782,889
2002/5/14 0:00,253656,,3.0155,1568,,,903
2002/5/21 0:00,241110,3.20044,,,3689,7228,871
2002/5/28 0:00,,,,1336,2583,,857
2002/6/4 0:00,,2.1344,1.94707,,,,839
2002/6/11 0:00,,1.99866,,880,,,835
2002/6/18 0:00,,,,737,,,
2002/6/25 0:00,,,,,1016,2439,775
2002/7/2 0:00,,,,506,,,
2002/7/9 0:00,,1.20005,1.07108,,799,,735
2002/7/16 0:00,,,0.82612,440,,1467,669
2002/7/23 0:00,,0.932265,,,,1445,
2002/7/30 0:00,,0.692175,0.630846,275,,1075,
2002/8/6 0:00,157191,,0.63935,,,1005,613
2002/8/13 0:00,,,0.586609,,283,,547
2002/8/20 0:00,,,0.773024,264,,,406
2002/8/27 0:00,,,,,205,641,
2002/9/3 0:00,79090,0.722129,0.711847,,195,563,
2002/9/10 0:00,,,,198,,620,341
2002/9/17 0:00,72110,,,,,423,322
2002/9/24 0:00,,0.450236,0.615982,122,124,441,
2002/10/1 0:00,64699,,,,,318,
2002/10/8 0:00,72972,0.448002,,137,,,
2002/10/15 0:00,,0.474767,0.524478,,,,
2002/10/22 0:00,,,0.590692,112,139,420,302
2002/10/29 0:00,,0.352158,,100,120,,
2002/11/5 0:00,69844,,0.634271,,125,443,295
2002/11/12 0:00,69003,,0.610118,,131,421,283
2002/11/19 0:00,,,,159,,450,
2002/11/26 0:00,70000,0.490347,0.661429,166,155,,
2002/12/3 0:00,65474,0.735914,0.792681,177,182,519,
2002/12/10 0:00,74328,,0.639059,145,,,
2002/12/17 0:00,72401,,,136,,,
2002/12/24 0:00,,0.749504,0.747829,135,,,268
2002/12/31 0:00,,,,808,881,,830
2003/1/7 0:00,281045,,1.04325,,1132,2932,931
2003/1/14 0:00,,,1.0545,,1147,3031,974
2003/1/21 0:00,,,,,1369,3475,1007
2003/1/28 0:00,,1.77304,1.41274,1207,2080,,1074
2003/2/4 0:00,335258,2.43814,1.72703,,2735,,
2003/2/11 0:00,,,2.407,,4133,8385,
2003/2/18 0:00,,,3.10962,2561,5684,11141,1129
2003/2/25 0:00,,,,3247,4933,,
2003/3/4 0:00,392274,,4.8303,4734,,,1189
2003/3/11 0:00,,,,,11550,,
2003/3/18 0:00,,7.48097,6.86734,,9851,23699,1148
2003/3/25 0:00,,7.62797,,5336,5231,16415,
2003/4/1 0:00,,,4.55115,,,,1139
2003/4/8 0:00,314349,2.89129,2.41833,,,7602,1160
2003/4/15 0:00,308614,2.10429,1.80906,1679,1857,,
2003/4/22 0:00,,1.88696,,1721,1604,,
2003/4/29 0:00,,1.7766,1.5425,1487,1543,,1071
2003/5/6 0:00,,1.46001,1.43787,1454,1448,,1054
2003/5/13 0:00,288762,1.37787,1.32427,1420,,3824,986
2003/5/20 0:00,,,1.30726,1301,,3691,
2003/5/27 0:00,,,1.03698,,1038,2916,948
2003/6/3 0:00,,,1.01032,925,910,,894
2003/6/10 0:00,257294,,,878,,,897
2003/6/17 0:00,,1.0579,,730,826,,
2003/6/24 0:00,248805,0.849361,0.924419,760,733,,859
2003/7/1 0:00,234998,,,610,,1858,828
2003/7/8 0:00,212432,,,,566,1705,774
2003/7/15 0:00,,,,,,1749,755
2003/7/22 0:00,203802,,0.792436,501,,,679
2003/7/29 0:00,,0.569894,0.683588,,,1331,658
2003/8/5 0:00,184038,,,,491,1394,629
2003/8/12 0:00,168276,0.589044,0.788585,,443,1327,
2003/8/19 0:00,155386,,,,,,
2003/8/26 0:00,,,,375,,1070,463
2003/9/2 0:00,,,0.877701,391,308,1061,452
2003/9/9 0:00,,0.834551,,,309,987,443
2003/9/16 0:00,128740,0.616174,0.661022,307,,,426
2003/9/23 0:00,,0.513286,,,284,,
2003/9/30 0:00,124146,0.351881,,238,183,698,
2003/10/7 0:00,90238,0.542621,,,205,,
2003/10/14 0:00,97135,0.581036,0.860658,,,,378
2003/10/21 0:00,95515,,0.689944,,200,,
2003/10/28 0:00,92216,0.61209,,,230,,363
2003/11/4 0:00,116693,0.531491,,,,,
2003/11/11 0:00,89644,0.519987,,243,256,809,
2003/11/18 0:00,,0.574476,,,256,770,
2003/11/25 0:00,,,0.874888,,,799,333
2003/12/2 0:00,,0.614691,0.993213,279,,,
2003/12/9 0:00,104207,,0.876141,281,309,,
2003/12/16 0:00,,0.723016,,,413,,
2003/12/23 0:00,,,0.926943,,,,
2003/12/30 0:00,114857,0.782758,,333,382,1116,364
2004/1/6 0:00,353449,,0.897159,877,,,
2004/1/13 0:00,,,1.02248,,,3631,
2004/1/20 0:00,,1.1768,,,1534,4019,
2004/1/27 0:00,,,1.14696,,,4369,1293
2004/2/3 0:00,,1.27746,1.20495,1327,1718,,1302
2004/2/10 0:00,,,,,1874,4969,
2004/2/17 0:00,387182,,,1531,1874,,1336
2004/2/24 0:00,295546,1.73975,,1490,1678,4713,
2004/3/2 0:00,,1.56894,1.39714,1538,,,
2004/3/9 0:00,374356,,1.44996,1551,,,1346
2004/3/16 0:00,355806,,,1670,,,
2004/3/23 0:00,259639,,,1856,1807,5689,1288
2004/3/30 0:00,,,2.56649,2252,1993,,1332
2004/4/6 0:00,,,,,,8041,1383
2004/4/13 0:00,378024,2.54155,,,,,1342
2004/4/20 0:00,,,,,3682,9328,
2004/4/27 0:00,,,3.06524,2747,5364,12422,1334
2004/5/4 0:00,406772,4.58591,,,7650,,1303
2004/5/11 0:00,,,4.59568,,,,
2004/5/18 0:00,,,,3834,,,1330
2004/5/25 0:00,397883,,4.17962,3720,6759,16630,1280
2004/6/1 0:00,,3.6752,,2997,,,
2004/6/8 0:00,367292,,3.15852,2728,,,
2004/6/15 0:00,,,2.6732,2416,3513,9502,
2004/6/22 0:00,335940,,,2145,,7900,
2004/6/29 0:00,,,,1827,2133,,1103
2004/7/6 0:00,315823,1.54319,,,,4816,
2004/7/13 0:00,,,,,,4445,
2004/7/20 0:00,305833,1.22918,1.25068,,1469,3825,978
2004/7/27 0:00,302065,1.21854,,,,3646,
2004/8/3 0:00,277120,,1.07895,,,,923
2004/8/10 0:00,,1.249,1.14521,,1115,3012,878
2004/8/17 0:00,238494,,1.06124,805,926,,
2004/8/24 0:00,,1.07888,,687,695,2056,687
2004/8/31 0:00,,1.23059,1.25193,693,678,2099,
2004/9/7 0:00,171960,,,,594,,603
2004/9/14 0:00,,,,,,1614,582
2004/9/21 0:00,,,0.954027,,507,1628,587
2004/9/28 0:00,,0.894837,,,,,
2004/10/5 0:00,142302,0.798205,,,390,1198,
2004/10/12 0:00,,,0.730894,389,,1148,
2004/10/19 0:00,,,0.713432,,364,1068,
2004/10/26 0:00,,,,328,327,990,
2004/11/2 0:00,142468,0.787049,0.689278,331,,,
2004/11/9 0:00,,0.684724,0.704929,319,,1023,479
2004/11/16 0:00,150673,,0.615903,,,928,480
2004/11/23 0:00,,,0.609426,,,,
2004/11/30 0:00,151854,0.869662,0.680259,342,367,1033,420
2004/12/7 0:00,136817,,,338,,,416
2004/12/14 0:00,150127,0.854635,,,383,,408
2004/12/21 0:00,,,,,,,
2004/12/28 0:00,,0.977808,0.806943,,484,,447
2005/1/4 0:00,333164,1.17778,1.07635,,1256,3586,
2005/1/11 0:00,,1.21947,1.05869,1285,,,
2005/1/18 0:00,369609,1.3069,1.11523,,,4122,
2005/1/25 0:00,377999,1.33931,,1439,,,1237
2005/2/1 0:00,,1.58374,1.25489,1639,1894,,
2005/2/8 0:00,,1.47072,1.33661,,,,
2005/2/15 0:00,382697,1.6112,1.37864,,,5276,
2005/2/22 0:00,298578,,1.60829,1666,1593,,
2005/3/1 0:00,,1.77482,,1858,,5966,
2005/3/8 0:00,385248,,1.65374,,2463,,
2005/3/15 0:00,383548,2.35512,2.00679,,3063,,1318
2005/3/22 0:00,333921,3.10878,,,3058,8577,1287
2005/3/29 0:00,289638,,,,2561,8842,
2005/4/5 0:00,343871,,,,,8339,
2005/4/12 0:00,393716,2.2515,2.00195,2272,2921,7882,1339
2005/4/19 0:00,381699,2.35858,2.05869,,3150,7858,
2005/4/26 0:00,411882,2.41881,,,,9114,
2005/5/3 0:00,,2.52752,,,,9551,1320
2005/5/10 0:00,,2.64954,2.49279,2754,,,1311
2005/5/17 0:00,401661,3.12935,2.79489,,,11226,
2005/5/24 0:00,,3.12442,2.96911,,5284,11901,1288
2005/5/31 0:00,,,2.83959,2579,5008,11343,
2005/6/7 0:00,405365,3.08261,2.77799,2564,,,1257
2005/6/14 0:00,,,,2330,4154,,1241
2005/6/21 0:00,369804,2.42295,2.18061,,,,
2005/6/28 0:00,362605,,,,,7313,1165
2005/7/5 0:00,349662,,,,,,1133
2005/7/12 0:00,,,,,2014,,1087
2005/7/19 0:00,310641,1.30227,1.1428,959,,,
2005/7/26 0:00,305389,1.13459,1.04031,,1382,,
2005/8/2 0:00,,,0.964347,745,1208,,958
2005/8/9 0:00,,,0.937982,745,,,919
2005/8/16 0:00,,1.01791,0.947449,,969,2428,
2005/8/23 0:00,231075,0.918151,0.891918,,,2061,
2005/8/30 0:00,190252,0.93099,,,,1645,649
2005/9/6 0:00,213847,0.857294,,,626,2075,
2005/9/13 0:00,,0.786294,0.84439,514,,,615
2005/9/20 0:00,,0.719426,,463,,,610
2005/9/27 0:00,154741,0.718868,0.821372,,390,,572
2005/10/4 0:00,,0.774807,,,,,565
2005/10/11 0:00,175259,0.76598,,,,1617,577
2005/10/18 0:00,,0.642809,,,440,,
2005/10/25 0:00,172581,,,,403,,
2005/11/1 0:00,,0.616326,,,430,1428,
2005/11/8 0:00,,0.685694,0.817145,473,435,,547
2005/11/15 0:00,167183,,,510,,,
2005/11/22 0:00,154071,0.611817,,,379,,
2005/11/29 0:00,,0.638831,,,,,488
2005/12/6 0:00,,0.806627,1.01394,,506,,491
2005/12/13 0:00,,0.762448,0.880936,446,521,,487
2005/12/20 0:00,157627,0.813406,,,534,,
2005/12/27 0:00,,,,,512,1433,
2006/1/3 0:00,,1.15384,,1434,1699,4513,1323
2006/1/10 0:00,384920,,1.05788,1278,1602,,
2006/1/17 0:00,419005,1.22736,,1543,,,1425
2006/1/24 0:00,,1.21744,,,,,1445
2006/1/31 0:00,445334,1.32813,,1672,2270,,
2006/2/7 0:00,454901,1.47754,,,2393,,
2006/2/14 0:00,,,,,,,1474
2006/2/21 0:00,336822,,1.82767,,,6156,1488
2006/2/28 0:00,452089,1.838,1.6656,,2792,7530,1486
2006/3/7 0:00,,1.95376,1.85968,,3244,,1493
2006/3/14 0:00,435177,2.40407,,,4470,,
2006/3/21 0:00,,,,3387,,,1435
2006/3/28 0:00,286087,,3.11549,,2868,8913,
2006/4/4 0:00,,2.37817,2.26942,,,,1490
2006/4/11 0:00,,,1.86355,,,7761,1467
2006/4/18 0:00,,,,2548,3248,7909,
2006/4/25 0:00,446119,,,3410,4684,10888,1495
2006/5/2 0:00,428241,3.04434,,3456,,12120,
2006/5/9 0:00,454533,3.49999,,,6995,14197,
2006/5/16 0:00,,3.57851,3.27019,3879,6668,,
2006/5/23 0:00,,,,3728,,14048,1460
2006/5/30 0:00,,2.89149,2.72364,3016,,,
2006/6/6 0:00,428255,2.62075,,,4937,10715,
2006/6/13 0:00,395394,,2.4272,,4031,9597,
2006/6/20 0:00,,,1.96041,2049,,,
2006/6/27 0:00,386327,1.87084,,1664,2508,,1303
2006/7/4 0:00,361955,,,,1803,,
2006/7/11 0:00,,,1.36317,1429,1821,4869,1240
2006/7/18 0:00,,,,,1523,,
2006/7/25 0:00,347413,,,1152,1386,,1152
2006/8/1 0:00,317311,0.98492,0.969711,,1143,3077,1119
2006/8/8 0:00,,,,,,2860,1057
2006/8/15 0:00,,0.926649,,,861,2442,1025
2006/8/22 0:00,,,0.863346,761,785,2243,925
2006/8/29 0:00,220020,,0.93537,722,652,2058,
2006/9/5 0:00,225197,0.763278,0.745569,628,510,1679,
2006/9/12 0:00,217982,0.81722,0.740428,598,,1614,771
2006/9/19 0:00,,,0.672897,,,1456,749
2006/9/26 0:00,,,0.666282,514,,1455,
2006/10/3 0:00,,,0.662747,,,,
