date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,176569,,,,805,,
2002/1/8 0:00,,,,683,,,
2002/1/15 0:00,,1.31929,,,,,
2002/1/22 0:00,,,,728,,,
2002/1/29 0:00,223208,,1.30237,,,,
2002/2/5 0:00,229454,,1.40551,,,3225,
2002/2/12 0:00,,1.49426,,,,3097,
2002/2/19 0:00,,,,,,,
2002/2/26 0:00,188814,,,,,,
2002/3/5 0:00,,,,857,,,
2002/3/12 0:00,,,1.25757,804,,2957,
2002/3/19 0:00,,,,,,,908
2002/3/26 0:00,,,,,,2857,
2002/4/2 0:00,,,,,,,
2002/4/9 0:00,,1.73621,,,,,
2002/4/16 0:00,,,,,,,
2002/4/23 0:00,235566,,,1373,,,
2002/4/30 0:00,,,,,4064,,
2002/5/7 0:00,,3.22539,3.16662,,,,
2002/5/14 0:00,,,,1568,,,
2002/5/21 0:00,,,,,,7228,
2002/5/28 0:00,,,,,,,
2002/6/4 0:00,,,,,,4450,839
2002/6/11 0:00,220250,,,,,,835
2002/6/18 0:00,,1.93849,,,,,
2002/6/25 0:00,,1.41293,1.22616,,,,
2002/7/2 0:00,192349,,,506,,,
2002/7/9 0:00,194383,,,,,,735
2002/7/16 0:00,,,,,,,
2002/7/23 0:00,,,,,,,
2002/7/30 0:00,170406,,,275,,,
2002/8/6 0:00,,,,,,,
2002/8/13 0:00,,,,,,,
2002/8/20 0:00,,,,,,,
2002/8/27 0:00,,,,,,,
2002/9/3 0:00,,,0.711847,,,,344
2002/9/10 0:00,78023,,,198,187,,
2002/9/17 0:00,,,0.586604,,,,322
2002/9/24 0:00,,,,,,,
2002/10/1 0:00,,0.397421,,,,,
2002/10/8 0:00,,,,,,,308
2002/10/15 0:00,,,,,,,
2002/10/22 0:00,,,,112,,,
2002/10/29 0:00,,,,100,,,
2002/11/5 0:00,,,,,,,
2002/11/12 0:00,,0.492991,,,,,
2002/11/19 0:00,70178,0.542728,,,,,
2002/11/26 0:00,,,0.661429,,,463,
2002/12/3 0:00,,,,,,,
2002/12/10 0:00,74328,,,,,,
2002/12/17 0:00,,,,136,,461,
2002/12/24 0:00,,,0.747829,,,533,
2002/12/31 0:00,,,,,,,
2003/1/7 0:00,,,,,1132,,
2003/1/14 0:00,,,,,1147,3031,
2003/1/21 0:00,,,,,,,
2003/1/28 0:00,,,,,,,
2003/2/4 0:00,,,,1542,,,
2003/2/11 0:00,,2.72605,,2185,,,
2003/2/18 0:00,,,,,,11141,
2003/2/25 0:00,,,,3247,,,
2003/3/4 0:00,,,,4734,,,
2003/3/11 0:00,,7.38735,,,11550,,
2003/3/18 0:00,,,,,,,
2003/3/25 0:00,,,7.06496,,,,
2003/4/1 0:00,,,4.55115,,,,
2003/4/8 0:00,,,,,,,
2003/4/15 0:00,308614,2.10429,,,1857,,1141
2003/4/22 0:00,,,,,,4961,
2003/4/29 0:00,,,,,,,
2003/5/6 0:00,,,,,,,
2003/5/13 0:00,288762,,,,,,
2003/5/20 0:00,,,,,,,
2003/5/27 0:00,281202,1.08691,,,1038,,
2003/6/3 0:00,,,,,,2744,
2003/6/10 0:00,,,,878,,,
2003/6/17 0:00,,,,,,,
2003/6/24 0:00,,,,,733,,859
2003/7/1 0:00,,,0.790645,,,,
2003/7/8 0:00,,,,,,,
2003/7/15 0:00,,0.679514,0.83613,,,,
2003/7/22 0:00,,,,,,,
2003/7/29 0:00,,,,470,,,
2003/8/5 0:00,,,,,,,
2003/8/12 0:00,,0.589044,,,,,
2003/8/19 0:00,,,,451,,,
2003/8/26 0:00,,,,,,,
2003/9/2 0:00,120884,,,,,,
2003/9/9 0:00,,,,,,,443
2003/9/16 0:00,,0.616174,,,,,
2003/9/23 0:00,,0.513286,,277,,,
2003/9/30 0:00,124146,,0.562241,,,,
2003/10/7 0:00,,,,,,,
2003/10/14 0:00,,,,,,,378
2003/10/21 0:00,,,,,,,370
2003/10/28 0:00,,,,260,,,363
2003/11/4 0:00,,,0.628144,,,,
2003/11/11 0:00,,,,,256,809,
2003/11/18 0:00,,,,,,,
2003/11/25 0:00,91326,0.663175,,259,,799,
2003/12/2 0:00,,,,,,,
2003/12/9 0:00,104207,,0.876141,,,,337
2003/12/16 0:00,,,0.948092,,,,
2003/12/23 0:00,,,,,,,
2003/12/30 0:00,,,,,,,
2004/1/6 0:00,353449,,,877,1256,,
2004/1/13 0:00,355116,,,,,,
2004/1/20 0:00,,,,,,,
2004/1/27 0:00,,,,,,4369,
2004/2/3 0:00,,,,,,4551,
2004/2/10 0:00,,,,1497,,,
2004/2/17 0:00,,,,,1874,,
2004/2/24 0:00,,,,,,,
2004/3/2 0:00,,1.56894,,,2059,,
2004/3/9 0:00,374356,1.65927,,,,,
2004/3/16 0:00,,,1.61745,,,,
2004/3/23 0:00,259639,,,1856,,,
2004/3/30 0:00,,,,,,7279,
2004/4/6 0:00,369455,,,,,,
2004/4/13 0:00,378024,,,2188,,,
2004/4/20 0:00,,,,,,,
2004/4/27 0:00,,,3.06524,,,,1334
2004/5/4 0:00,,,,3086,7650,,
2004/5/11 0:00,,,4.59568,,,,
2004/5/18 0:00,,,,,,19931,
2004/5/25 0:00,,,4.17962,,,,
2004/6/1 0:00,,,,,5343,,
2004/6/8 0:00,367292,,,,,,
2004/6/15 0:00,355454,,,,,,
2004/6/22 0:00,,,,,,,
2004/6/29 0:00,,,,1827,,,
2004/7/6 0:00,,,,,,4816,
2004/7/13 0:00,314948,,,1356,,,1000
2004/7/20 0:00,,,,1096,,,
2004/7/27 0:00,,,,1117,,,
2004/8/3 0:00,,1.15832,,,,,
2004/8/10 0:00,,,,,,,
2004/8/17 0:00,238494,,,,926,,
2004/8/24 0:00,194550,1.07888,,,,,
2004/8/31 0:00,,1.23059,,,,,
2004/9/7 0:00,,,,,594,,
2004/9/14 0:00,154899,,,,507,1614,
2004/9/21 0:00,,,,,,,
2004/9/28 0:00,,,,,,,
2004/10/5 0:00,,,0.841872,,,,
2004/10/12 0:00,,0.757812,,,,,
2004/10/19 0:00,,,,333,,,
2004/10/26 0:00,,,,,,990,492
2004/11/2 0:00,,,0.689278,,,,
2004/11/9 0:00,,,,,,,479
2004/11/16 0:00,,,,,,,
