date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,,,1.16668,,,,754
2002/1/8 0:00,,,1.2165,,,,
2002/1/15 0:00,,,1.13057,,,,831
2002/1/22 0:00,,,,,,,
2002/1/29 0:00,,,,,1189,2907,
2002/2/5 0:00,229454,1.58094,,,,3225,
2002/2/12 0:00,,,,851,,,923
2002/2/19 0:00,,1.40569,,,,,
2002/2/26 0:00,188814,1.6141,1.43475,834,,,
2002/3/5 0:00,,1.45967,1.25433,,1117,,
2002/3/12 0:00,,,,,,2957,
2002/3/19 0:00,216179,2.16697,,951,,,
2002/3/26 0:00,,,1.98008,,937,,
2002/4/2 0:00,,,,,1019,,879
2002/4/9 0:00,,,,1068,,,926
2002/4/16 0:00,,2.06296,,,,,
2002/4/23 0:00,,,2.41801,,,,
2002/4/30 0:00,246969,,,,,,
2002/5/7 0:00,,,,,4447,,
2002/5/14 0:00,,,,,,,
2002/5/21 0:00,,,,,,7228,871
2002/5/28 0:00,,2.44888,,,,5606,
2002/6/4 0:00,,2.1344,1.94707,,,4450,
2002/6/11 0:00,,,,,,,
2002/6/18 0:00,,,,,,2987,
2002/6/25 0:00,,,,,,,
2002/7/2 0:00,,,,506,,,
2002/7/9 0:00,194383,,,,799,2082,
2002/7/16 0:00,,,,440,539,1467,
2002/7/23 0:00,,,,,508,,
2002/7/30 0:00,,,,,,1075,
2002/8/6 0:00,,0.669406,,,,,
2002/8/13 0:00,,,,,,,
2002/8/20 0:00,,,0.773024,,,,
2002/8/27 0:00,,,,,,,
2002/9/3 0:00,79090,0.722129,,201,,,
2002/9/10 0:00,,,,198,187,,
2002/9/17 0:00,72110,,,139,,,322
2002/9/24 0:00,71593,,,,,,
2002/10/1 0:00,,,,,,318,
2002/10/8 0:00,,,0.604341,137,,,
2002/10/15 0:00,69593,,0.524478,,,,
2002/10/22 0:00,,,,112,,,
2002/10/29 0:00,,,,100,,,
2002/11/5 0:00,,,,,,,295
2002/11/12 0:00,,,,,,,
2002/11/19 0:00,70178,,,159,,,
2002/11/26 0:00,,,,,,,
2002/12/3 0:00,,0.735914,,,,,271
2002/12/10 0:00,74328,,,,,,
2002/12/17 0:00,72401,0.654162,0.636732,,183,,
2002/12/24 0:00,71273,0.749504,0.747829,135,,533,268
2002/12/31 0:00,,,,,,2442,
2003/1/7 0:00,,1.02773,1.04325,,,,931
2003/1/14 0:00,,,,,,,
2003/1/21 0:00,,,,,,,
2003/1/28 0:00,,,1.41274,,,,
2003/2/4 0:00,,,,,2735,,
2003/2/11 0:00,348359,,,2185,,,1141
2003/2/18 0:00,,,,2561,,,
2003/2/25 0:00,,,,3247,,,
2003/3/4 0:00,392274,5.39906,4.8303,,7817,,
2003/3/11 0:00,,,,,,24962,
2003/3/18 0:00,,,,6434,,23699,
2003/3/25 0:00,,,,,5231,,
2003/4/1 0:00,,,,3391,,11332,
2003/4/8 0:00,,,2.41833,,,,1160
2003/4/15 0:00,,,1.80906,,,5583,
2003/4/22 0:00,,,1.71202,,1604,4961,
2003/4/29 0:00,,,,,,,
2003/5/6 0:00,295646,1.46001,,,,,
2003/5/13 0:00,,,,,,,
2003/5/20 0:00,282347,,,,,3691,1004
2003/5/27 0:00,,1.08691,1.03698,956,,,948
2003/6/3 0:00,,,1.01032,,910,2744,
2003/6/10 0:00,,,1.05249,,,2708,
2003/6/17 0:00,,,,,,,849
2003/6/24 0:00,248805,,,,,2300,
2003/7/1 0:00,,0.747127,,,,1858,
2003/7/8 0:00,,,,,,1705,
2003/7/15 0:00,,0.679514,,,573,,
2003/7/22 0:00,,,,,,,
2003/7/29 0:00,,0.569894,0.683588,,,,
2003/8/5 0:00,,,,,,,
2003/8/12 0:00,,,,,443,,
2003/8/19 0:00,,,0.812171,451,380,,553
2003/8/26 0:00,133008,,,,,,
2003/9/2 0:00,,,,,308,,
2003/9/9 0:00,133117,,,,309,,
2003/9/16 0:00,,,0.661022,307,,,
2003/9/23 0:00,,,,,284,,
2003/9/30 0:00,,0.351881,0.562241,,,,408
2003/10/7 0:00,,0.542621,0.786808,,,,
2003/10/14 0:00,,,,,,,378
2003/10/21 0:00,95515,0.495486,,,,,
2003/10/28 0:00,92216,,,,,,
2003/11/4 0:00,,,,,,,345
2003/11/11 0:00,,0.519987,,,,,
2003/11/18 0:00,,0.574476,,,,,335
2003/11/25 0:00,,0.663175,0.874888,,,,
2003/12/2 0:00,,,,,,,
2003/12/9 0:00,,,,,,,
2003/12/16 0:00,,0.723016,,,,,
2003/12/23 0:00,,0.691857,,322,416,1089,
2003/12/30 0:00,,0.782758,,,,1116,
2004/1/6 0:00,,,,,,,
2004/1/13 0:00,,,,,,,1187
2004/1/20 0:00,378094,,,,1534,,
2004/1/27 0:00,,,,,,,
2004/2/3 0:00,,,,1327,,4551,
2004/2/10 0:00,380718,,1.30517,,,,1344
2004/2/17 0:00,387182,1.40301,,,,,
2004/2/24 0:00,,1.73975,,,,,
2004/3/2 0:00,,,,,,,
2004/3/9 0:00,,,,,,,
2004/3/16 0:00,,,,,2071,,1379
2004/3/23 0:00,,,2.19112,,1807,5689,1288
2004/3/30 0:00,,,,,,,
2004/4/6 0:00,,,,,,,
2004/4/13 0:00,,2.54155,,,2982,,
2004/4/20 0:00,,,,,,,
2004/4/27 0:00,,,,,5364,,
2004/5/4 0:00,,,,,7650,16192,
2004/5/11 0:00,421461,,,,,,
