date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,,,1.16668,582,,,754
2002/1/8 0:00,186355,1.33344,1.2165,,872,2267,785
2002/1/15 0:00,192469,1.31929,1.13057,642,878,2176,831
2002/1/22 0:00,207512,1.49484,1.25246,,1045,,863
2002/1/29 0:00,223208,1.47195,1.30237,823,,2907,
2002/2/5 0:00,229454,1.58094,1.40551,,1272,3225,
2002/2/12 0:00,223712,,1.38437,,1173,3097,
2002/2/19 0:00,,1.40569,1.32563,802,,2967,
2002/2/26 0:00,,1.6141,,834,,,918
2002/3/5 0:00,,,1.25433,857,1117,3049,937
2002/3/12 0:00,,1.59896,1.25757,804,1179,,928
2002/3/19 0:00,216179,,1.58017,,,,908
2002/3/26 0:00,,2.57842,1.98008,,937,,
2002/4/2 0:00,171193,,1.90428,1028,1019,3260,879
2002/4/9 0:00,234513,1.73621,,1068,1296,,
2002/4/16 0:00,,,,1154,,4204,902
2002/4/23 0:00,235566,,2.41801,1373,,5696,
2002/4/30 0:00,246969,2.93909,2.86635,1411,4064,7079,884
2002/5/7 0:00,245751,3.22539,,1606,4447,7782,889
2002/5/14 0:00,,,,,4224,,
2002/5/21 0:00,,3.20044,2.9978,1694,3689,7228,871
2002/5/28 0:00,241683,,2.31957,1336,2583,5606,857
2002/6/4 0:00,,,,1015,2103,4450,839
2002/6/11 0:00,,1.99866,,880,,3810,835
2002/6/18 0:00,196724,1.93849,,,1321,,795
2002/6/25 0:00,198913,1.41293,1.22616,,1016,2439,
2002/7/2 0:00,,1.23472,,506,846,2028,741
2002/7/9 0:00,194383,1.20005,1.07108,569,799,,735
2002/7/16 0:00,177577,0.910135,0.82612,440,539,1467,669
2002/7/23 0:00,,0.932265,0.820505,,,1445,
2002/7/30 0:00,170406,0.692175,,275,,1075,655
2002/8/6 0:00,157191,0.669406,0.63935,,,1005,613
2002/8/13 0:00,,,0.586609,,283,836,
2002/8/20 0:00,95728,0.717701,,,262,,406
2002/8/27 0:00,,0.789394,0.790743,213,,,
2002/9/3 0:00,,,0.711847,201,195,,344
2002/9/10 0:00,78023,0.591326,0.794637,,187,,
2002/9/17 0:00,72110,0.52307,0.586604,,,423,
2002/9/24 0:00,71593,,0.615982,,,,
2002/10/1 0:00,64699,0.397421,,109,91,318,310
2002/10/8 0:00,72972,,,137,141,,308
2002/10/15 0:00,69593,,0.524478,98,98,365,
2002/10/22 0:00,71103,,,112,139,,302
2002/10/29 0:00,,,,100,120,361,
2002/11/5 0:00,69844,,,,125,443,
2002/11/12 0:00,69003,0.492991,,120,,421,
