date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,176569,1.22262,1.16668,582,,2060,
2002/1/8 0:00,186355,1.33344,1.2165,683,,,785
2002/1/15 0:00,192469,1.31929,1.13057,642,,,831
2002/1/22 0:00,,1.49484,1.25246,728,1045,2599,863
2002/1/29 0:00,223208,1.47195,1.30237,,1189,2907,909
2002/2/5 0:00,229454,,1.40551,887,1272,3225,930
2002/2/12 0:00,223712,,,851,1173,,923
2002/2/19 0:00,223818,1.40569,1.32563,802,1166,2967,922
2002/2/26 0:00,188814,1.6141,1.43475,834,,,918
2002/3/5 0:00,243078,,1.25433,,,,937
2002/3/12 0:00,235136,1.59896,,804,1179,2957,928
2002/3/19 0:00,216179,2.16697,1.58017,951,1404,,908
2002/3/26 0:00,144287,,,915,,,
2002/4/2 0:00,171193,2.38636,1.90428,1028,1019,3260,879
2002/4/9 0:00,234513,1.73621,1.5901,1068,,3729,926
2002/4/16 0:00,,2.06296,1.81559,1154,1798,4204,902
2002/4/23 0:00,,,2.41801,1373,,5696,927
2002/4/30 0:00,246969,,2.86635,1411,,7079,884
2002/5/7 0:00,245751,3.22539,3.16662,1606,4447,7782,889
2002/5/14 0:00,253656,3.06982,3.0155,1568,4224,7649,
2002/5/21 0:00,241110,3.20044,2.9978,1694,3689,7228,
2002/5/28 0:00,241683,2.44888,2.31957,1336,2583,5606,857
2002/6/4 0:00,228549,2.1344,1.94707,1015,2103,4450,
2002/6/11 0:00,,1.99866,,880,1669,3810,835
2002/6/18 0:00,196724,1.93849,1.51837,737,1321,,795
2002/6/25 0:00,198913,1.41293,,624,1016,2439,775
2002/7/2 0:00,192349,1.23472,,506,846,2028,
2002/7/9 0:00,194383,1.20005,,569,,2082,735
2002/7/16 0:00,177577,0.910135,0.82612,440,539,1467,
2002/7/23 0:00,176111,0.932265,0.820505,,508,1445,682
2002/7/30 0:00,170406,,0.630846,275,444,,
2002/8/6 0:00,157191,0.669406,0.63935,,471,1005,
2002/8/13 0:00,,,0.586609,248,283,836,547
2002/8/20 0:00,95728,,0.773024,,262,740,406
2002/8/27 0:00,,,0.790743,213,205,641,393
2002/9/3 0:00,79090,0.722129,0.711847,201,195,563,
2002/9/10 0:00,78023,0.591326,0.794637,198,187,,341
2002/9/17 0:00,72110,0.52307,,139,123,423,322
2002/9/24 0:00,71593,0.450236,0.615982,122,124,441,
2002/10/1 0:00,64699,0.397421,0.491507,109,91,318,310
2002/10/8 0:00,,0.448002,0.604341,137,,441,308
2002/10/15 0:00,69593,0.474767,0.524478,98,98,365,
2002/10/22 0:00,71103,0.453251,0.590692,,139,420,302
2002/10/29 0:00,71466,,0.505135,100,120,361,
2002/11/5 0:00,69844,0.525322,0.634271,136,125,,295
2002/11/12 0:00,,0.492991,,120,131,,283
2002/11/19 0:00,,0.542728,0.641227,159,144,450,277
2002/11/26 0:00,70000,,0.661429,166,,,276
2002/12/3 0:00,,0.735914,0.792681,177,182,519,271
2002/12/10 0:00,,,0.639059,145,,475,267
2002/12/17 0:00,72401,0.654162,0.636732,136,183,461,
2002/12/24 0:00,71273,0.749504,0.747829,135,221,533,
2002/12/31 0:00,,0.884021,0.960873,808,881,2442,830
2003/1/7 0:00,281045,1.02773,1.04325,913,,,931
2003/1/14 0:00,287436,,1.0545,,1147,3031,974
2003/1/21 0:00,312412,1.32661,1.11231,1006,,3475,1007
2003/1/28 0:00,331980,1.77304,1.41274,1207,2080,,1074
2003/2/4 0:00,,,1.72703,1542,2735,5790,
2003/2/11 0:00,348359,2.72605,2.407,2185,4133,8385,1141
2003/2/18 0:00,,3.73192,3.10962,2561,5684,,
2003/2/25 0:00,272576,,4.30779,,4933,11742,
2003/3/4 0:00,,,4.8303,4734,,,1189
2003/3/11 0:00,,7.38735,6.42905,6620,11550,24962,
2003/3/18 0:00,345097,7.48097,6.86734,6434,9851,,
2003/3/25 0:00,232344,7.62797,,,,16415,1122
2003/4/1 0:00,,5.14051,4.55115,3391,2894,,1139
2003/4/8 0:00,314349,2.89129,2.41833,1930,2299,7602,
2003/4/15 0:00,308614,2.10429,1.80906,1679,1857,,1141
2003/4/22 0:00,,1.88696,,1721,1604,4961,1084
2003/4/29 0:00,287586,,1.5425,1487,,4436,1071
2003/5/6 0:00,,1.46001,,1454,,,1054
2003/5/13 0:00,288762,1.37787,1.32427,1420,1297,3824,986
